flood,Density_River,Density_Road,Distan2river,Distan2road_met,NDVI,aspect,curvature,dem,flowDir,lulc,rainfall,slope,twi,NDBI,NDWI
1,1.63E-04,3.3588042,71.47445,486.4894,0.20271716,229.08562,4,465,2,40,613.53876,4.6007166,8.181705,-0.03483366,-0.5336427
1,2.51E-04,0.23637953,836.53735,4376.1978,0.1830091,13.52316,9,658,64,10,741.10425,33.377117,7.854301,-0.32436746,-0.71741056
1,5.04E-04,12.653384,152.02794,60.811176,0.12716171,347.00537,8,7,64,40,1101.5143,3.0959876,7.943969,0.20384908,-0.3221194
1,2.14E-04,5.2596326,1790.1158,85.99999,0.20992476,58.570435,1,19,128,10,925.5915,9.70599,7.617659,-0.044666003,-0.5924012
1,7.99E-06,16.026455,6301.577,168.62822,0.30581748,23.962488,-15,747,1,40,297.1607,4.5657005,7.0686483,0.030927835,-0.56353956
1,2.34E-04,0.49724513,1139.2598,1857.2817,0.13933083,225,-6,211,2,40,567.73175,1.6420193,8.183112,-0.29719797,-0.5745748
1,4.14E-04,3.0236905,2141.9155,100.44561,0.043102875,166.6075,0,167,4,30,832.8698,5.0014973,7.172405,0.3570791,-0.23048009
1,2.63E-04,10.667121,1282.152,30.405588,0.115757905,90,-8,4,2,40,1177.7432,0.9290393,6.766775,-0.2830611,-0.5109354
1,3.49E-04,6.366308,1439.9993,29.369543,0.17659949,129.80557,2,170,1,40,545.1933,3.6234941,7.641397,-0.2793846,-0.5898547
1,9.34E-05,2.4489033,3253.398,150.96252,0.18706149,108.43495,1,538,4,40,642.2655,2.2025177,7.4579287,0.12920837,-0.39504373
1,4.31E-04,9.548153,1817.6243,0,0.13057864,333.43494,-3,16,128,40,1065.7384,1.0386748,8.226191,0.14978369,-0.35738954
1,3.84E-04,10.906881,211.02396,97.13187,0.12043697,180,5,16,1,40,1065.8611,0.4645502,7.820284,-0.1573741,-0.33957845
1,2.39E-05,5.0089946,5340.562,212.83913,0.36783925,124.69515,-3,44,2,10,990.0876,3.6676545,7.5701528,-0.15480727,-0.55978453
1,4.16E-04,9.610828,543.83026,100.44561,0.06443855,-1,-3,3,4,40,1086.8057,0,7.4593697,-0.35154095,-0.5153814
1,2.44E-04,0.014262545,974.7614,5529.7144,0.40863112,108.43495,4,349,1,10,819.5569,0.7344942,9.099816,-0.28283817,-0.7294601
1,2.03E-04,1.2560406,1273.2823,786.88245,-0.09050487,-1,0,202,1,80,584.5979,0,11.859108,-0.19180633,0.48470208
1,3.07E-04,1.3030286,957.38043,112.21826,0.08069381,258.69006,3,202,64,40,541.8035,4.726852,8.847546,0.17939973,-0.27503973
1,1.39E-04,4.7499437,220.04875,350.36703,0.3742885,90,4,432,16,30,683.8449,0.4645502,8.918168,-0.01464919,-0.56109136
1,4.94E-04,8.844123,507.8941,30.405588,0.4449957,56.309933,0,27,4,10,1029.8583,1.6745193,7.37122,-0.113099955,-0.64605296
1,3.36E-04,13.674869,30.405588,21.499998,0.20511912,18.434948,6,6,128,80,1209.7645,2.9355664,7.978339,-0.011258956,-0.08690869
1,1.35E-04,4.16082,2620.254,129.74591,0.1550004,201.8014,0,455,4,40,669.55444,2.5001462,8.874588,0.21954778,-0.35844266
1,2.47E-04,8.493139,1816.8301,30.405588,0.15363862,330.9454,4,20,64,40,1080.9592,2.3900836,7.9442053,0.08730857,-0.4297532
1,1.45E-04,0.9054932,2773.018,456.08383,0.23454803,129.95755,-26,250,4,10,320.38922,11.072262,7.3000016,-0.107248835,-0.6123457
1,1.09E-05,0.6544353,6137.115,837.52936,0.13936946,36.027374,-11,333,128,40,581.33246,6.2932734,6.9081097,0.21260834,-0.38556144
1,3.73E-04,7.0548964,459.51376,21.499998,0.2263773,45,2,2,32,10,1070.6569,0.3284902,7.488899,-0.038069706,-0.38022813
1,1.79E-04,1.0867326,2110.8286,214.99998,0.23493925,66.80141,-7,197,1,30,852.9357,1.7684314,7.358498,0.117395595,-0.5872265
0,1.89E-04,3.3746903,2179.902,171.85269,0.28313515,135,-1,709,128,10,446.15778,1.6420193,7.367063,-0.008867495,-0.6200163
0,1.89E-04,1.7417524,4338.0938,332.521,0.4708225,328.49573,-11,251,64,10,330.1466,8.385167,7.1776247,-0.24966717,-0.7147729
0,3.62E-04,0.010733434,1084.3124,5633.418,0.39917386,123.90628,-26,546,4,10,842.7358,16.592272,6.707115,-0.34768778,-0.7234042
0,1.28E-04,1.894136,2700.2715,1238.4246,0.024506822,108.43495,3,374,4,40,554.0259,1.4687471,7.761234,0.002355713,-0.43356842
0,2.96E-04,0.9343741,2794.5037,3413.4648,0.3869514,303.84534,-11,868,16,10,540.84875,22.533674,7.674097,-0.28887933,-0.6793722
0,2.83E-04,1.5610731,1028.2513,639.42346,0.18939838,45,-4,72,1,40,1082.3588,0.3284902,8.183327,0.16296457,-0.37603402
0,1.77E-04,0.8385935,863.5917,273.6503,0.34628117,247.1355,6,814,16,10,429.2299,20.061184,7.7769375,-0.048305225,-0.5174212
0,3.54E-04,6.4086833,2315.2986,120.27224,0.15531066,112.380135,7,166,2,40,543.53955,8.478408,6.9350767,-0.049568687,-0.38899302
0,7.47E-05,2.8933573,5445.1836,218.78787,0.10295518,0,12,352,16,10,432.01837,4.1736455,8.278857,0.04493872,-0.34183672
0,1.67E-04,6.559337,3806.804,150.49998,0.18950993,159.44395,20,598,2,30,279.53754,7.8881917,7.563126,0.07007455,-0.58763635
0,2.67E-04,4.1969075,505.90875,679.7316,0.25051105,103.392494,-12,353,2,30,405.50647,9.927914,8.309257,0.090699166,-0.5341991
0,2.09E-04,3.57646,2846.2766,1348.9703,0.45788965,108.43495,27,350,1,10,865.04486,21.673931,8.157881,-0.36020672,-0.7270341
0,6.16E-05,0.008009694,2200.48,5944.2207,0.4452267,288.43494,-1,535,8,10,916.1679,4.3985453,9.591671,-0.339823,-0.7591866
0,1.51E-04,1.8707936,2388.695,56.576008,0.39854413,244.65382,33,326,16,10,320.3686,4.8716373,8.127543,-0.2063136,-0.7136353
0,1.45E-04,1.2193334,2199.6536,557.6707,0.19047783,327.5288,-19,162,4,10,358.83728,3.0257473,6.796105,-0.048711203,-0.5769657
0,1.39E-04,1.1792338,3914.2012,1192.147,0.091851555,323.1301,0,199,32,40,693.0169,2.3215306,8.472614,0.21422587,-0.35247084
0,1.87E-04,0.37987128,3063.8054,3985.35,0.4973475,36.027374,-14,833,128,10,319.77258,12.438259,7.288821,-0.4284058,-0.77159977
0,6.15E-05,1.7695693,4398.4053,256.74396,0.19137996,45,-1,248,4,30,330.68802,3.6086526,7.794792,-0.029311521,-0.50498337
0,3.14E-04,3.1022217,141.51059,141.51059,0.2823423,275.19443,15,218,16,30,332.04227,7.6510515,8.154842,-0.06410147,-0.6193808
0,9.20E-05,3.3742437,4472.4067,0,0.1269619,218.6598,-4,515,4,40,617.3094,2.9719696,8.063871,-0.09544215,-0.5510204
0,2.60E-04,2.1605625,100.44561,369.2776,0.26138684,114.443954,4,265,16,10,296.2373,2.8044105,7.7982335,0.001192369,-0.59936357
0,2.83E-04,2.4346821,1894.4851,555.6986,0.22488278,182.48955,-16,877,4,10,260.69928,20.471878,7.40739,-0.29611537,-0.68848485
0,3.77E-04,11.519483,1613.3707,346.4456,0.3539288,192.8477,12,82,8,10,1115.2762,13.333903,7.623372,-0.22528227,-0.6877907
0,6.63E-05,1.1637228,2150.5354,628.9745,0.22818989,191.30994,-1,631,4,30,396.15195,5.901052,7.83713,-0.03649097,-0.53409714
0,1.58E-04,1.567077,2470.044,408.49997,0.11631918,145.30484,6,235,4,30,540.7121,3.6676545,8.045217,0.15148924,-0.4553899
0,2.01E-04,0.73991925,634.09406,2091.5232,0.34361503,53.1301,-24,466,2,10,793.69025,13.671308,6.7937527,-0.13484313,-0.68424296
0,1.30E-04,1.2633536,3161.4985,1999.234,0.44504935,202.72974,66,358,4,10,923.2054,33.044846,7.990595,-0.3123555,-0.7340595
0,1.61E-04,0.6570253,1246.6292,651.9469,0.13356902,260.5377,1,238,64,40,546.7454,2.8235226,8.125499,0.1541502,-0.36425588
0,1.26E-04,1.2276403,2296.5474,1718.5851,0.15010872,183.57634,0,510,4,30,322.10458,14.572376,7.988014,0.084231146,-0.49480414
0,1.67E-04,2.5713432,3574.7856,653.8141,0.21172118,315,0,210,128,40,554.5551,2.2982233,7.4167433,-0.030173944,-0.35670874
0,2.57E-04,2.2069361,3598.1082,266.3064,0.2305001,132.7094,9,343,2,30,300.0746,8.163224,6.9341817,-0.033160716,-0.555039
0,1.81E-04,1.8296833,486.4894,29.369543,0.13472402,26.56505,-3,155,16,30,365.25708,5.1797853,6.495878,0.19272727,-0.38410154
0,2.32E-04,0.19848816,829.1444,3259.1008,0.43925765,230.7106,8,439,16,10,846.9634,6.573647,8.10645,-0.300162,-0.7296798
0,6.62E-05,1.2015086,4107.9375,363.38934,0.25961435,309.64417,-21,535,64,30,637.5954,10.440772,7.3310933,0.08742989,-0.54352677
0,4.57E-05,1.0193911,5642.784,3052.1216,0.24258779,209.05461,-4,948,8,30,242.52892,24.66125,7.453684,-0.099040546,-0.49107707
0,1.11E-04,0,1223.1567,12220.754,0.43489107,17.020525,-11,549,1,10,766.3041,11.736144,6.7992396,-0.38212526,-0.74940616
0,3.78E-04,1.6339718,1387.0339,304.04633,0.09312237,29.74488,-13,264,128,40,587.8097,7.448564,7.7389507,0.28418714,-0.30663964
0,2.43E-04,2.8166037,760.1397,267.68762,0.33512726,299.0546,4,795,8,10,257.48828,20.588758,7.303359,-0.23564065,-0.66633564
0,1.75E-04,1.8907505,4563.8193,1100.9818,0.39222378,267.337,-3,916,16,30,460.14264,19.240294,7.6613035,-0.179567,-0.6652018
0,1.10E-04,1.8103068,2264.7341,2011.2328,0.45995817,343.76764,-25,491,32,10,939.98773,18.44703,7.005905,-0.36176288,-0.7189189
0,2.82E-04,2.5253263,2122.2683,847.4771,0.19060445,264.80557,11,185,16,10,687.7068,5.117584,8.157387,0.114964955,-0.45774814
0,2.53E-04,5.672433,488.4828,112.224754,0.27635235,192.52881,20,509,1,30,348.24927,4.275084,7.6297293,-0.015704826,-0.5631916
0,3.93E-04,2.3422787,752.49994,475.95752,0.165898,341.56506,-8,218,4,40,333.5104,2.2025177,6.679851,0.18488982,-0.26103896
0,1.80E-04,5.779891,322.49997,60.811176,0.33877242,347.00537,-9,593,8,10,368.91153,3.0959876,7.0840034,-0.10871441,-0.65486157
0,1.39E-04,4.130966,3059.0508,364.1293,0.31386352,47.48955,-26,454,128,30,735.3025,7.519032,5.728603,-0.09926929,-0.62401265
0,3.07E-04,3.8212066,326.47733,247.6463,0.22579558,244.98311,6,194,8,30,481.0889,3.8391652,7.6403146,0.01654997,-0.50145775
0,2.28E-04,5.27502,2401.6204,182.43353,0.4168873,120.96376,-7,60,16,30,1010.9038,2.7068136,6.8774815,-0.31837463,-0.6936756
0,1.71E-04,5.0411444,1021.97894,211.22862,0.3494385,126.869896,-8,567,2,10,391.9714,4.635463,7.351576,-0.18307906,-0.6747382
0,2.07E-04,2.811272,1619.9087,286.19244,0.4382573,145.43747,17,754,4,30,475.74698,12.49106,7.712589,-0.4634352,-0.7069813
0,5.81E-05,0.21511701,1892.3511,516.895,0.40330642,225,16,237,2,10,1071.8375,7.1889,8.556868,-0.16788916,-0.7218384
0,2.45E-04,1.7169695,100.44142,391.0286,-0.0902537,188.1301,-21,201,4,80,348.00784,1.6420193,11.859108,-0.101639345,0.6264591
0,2.68E-04,9.93514,459.0167,30.405588,0.25921062,326.30994,-5,10,128,30,1181.6831,1.6745193,7.3719172,-0.019859381,-0.1602582
0,1.46E-04,2.5369213,3005.0586,159.27518,0.1851207,236.88866,-18,410,8,10,304.5575,12.551673,6.6540837,0.11010444,-0.33057386
0,2.30E-04,2.348974,3348.7446,273.6503,0.3464675,119.0546,7,428,4,10,287.60617,2.3900836,9.657357,-0.19574735,-0.73976344
0,1.02E-04,1.368764,5486.658,3287.0188,0.43061665,310.34665,-12,449,32,10,914.66266,26.321339,7.729674,-0.29876933,-0.7214253
0,1.51E-04,1.8713444,2617.055,198.75902,0.19001563,315,1,208,4,30,363.83884,0.9853842,9.07224,0.13782766,-0.4661438
0,0,5.429252,6516.7974,0,0.14704481,225,6,33,4,10,978.6729,0.9853842,9.279504,0.03947576,-0.3394253
0,3.62E-05,8.159537,3047.0735,29.369543,0.24159864,116.56505,-3,733,4,10,329.25137,1.0386748,7.004469,0.1049405,-0.51618814
0,2.15E-04,1.559608,1356.5919,420.74783,0.10959568,188.1301,-10,198,8,40,824.5041,1.6420193,11.859108,0.29336214,-0.33597946
0,1.66E-04,4.8560314,1185.9385,187.31105,0.28757286,105.25512,19,697,4,10,235.46828,2.6465178,9.403481,0.080714725,-0.5402615
0,1.24E-04,0.6225158,551.79425,0,0.09472117,90,4,172,16,50,714.049,2.3215306,8.312558,0.10588922,-0.29213247
0,2.36E-04,2.0503278,365.49997,198.30946,0.3005445,75.96375,-2,163,16,10,347.24417,3.8251698,7.354403,-0.15071203,-0.6384117
0,1.29E-04,2.6010985,4148.9434,140.61954,0.08780131,151.69925,-7,340,128,40,507.738,3.4254887,8.742206,0.17587048,-0.46011788
0,1.78E-04,0.81904876,1462.661,1553.3866,0.14675632,95.710594,3,245,8,10,712.41235,13.736917,7.134209,0.072839506,-0.46251217
0,2.01E-04,4.936002,1400.1727,0,0.19673733,320.19443,-11,585,16,50,276.12122,3.6234941,7.456408,-0.029481532,-0.3243243
0,2.59E-04,1.9210615,4150.379,888.04114,0.2211439,324.7824,14,278,32,10,355.38266,18.64633,7.8035073,0.024240486,-0.51800996
0,1.40E-04,5.053114,456.06696,0,0.21527751,243.43495,-16,692,16,10,371.3795,3.1132982,6.197554,-0.009030999,-0.5712657
0,0,12.611138,8178.5923,30.405588,0.2854603,174.80557,-1,767,8,10,301.06723,2.5639057,7.8202972,-0.089301504,-0.61045754
0,2.96E-04,1.8077412,3051.799,896.40045,0.14809923,197.52557,-17,418,2,10,700.13434,9.177011,7.2924604,0.17986494,-0.37279078
0,9.93E-05,4.173322,5324.7783,624.3389,0.13437708,251.56505,2,377,16,40,490.03903,2.2025177,7.699549,0.006218717,-0.4476359
0,1.28E-05,2.3221705,5880.112,370.7919,0.44248584,61.260204,22,322,8,10,311.60974,8.15679,7.283533,-0.24742,-0.7020471
0,7.11E-05,3.0615492,1825.3235,157.83482,0.23385307,19.536654,-9,328,128,10,458.11035,14.933534,7.190964,-0.048158642,-0.55742633
0,2.15E-04,9.0866585,1318.2787,462.3108,0.4331307,317.91083,21,78,32,10,1254.6387,18.711323,7.840242,-0.34201,-0.7112553
0,2.74E-04,1.7861477,2779.862,1194.9376,0.117346615,186.3402,-34,681,1,30,330.44925,21.989902,7.296513,-0.015446339,-0.5513331
0,4.04E-04,6.457572,326.47733,60.811176,0.31228337,45,-15,160,16,40,569.5954,1.3137449,11.859108,-0.32519105,-0.6205782
0,7.37E-05,0.528702,3160.008,2938.7559,0.42569292,43.83086,12,316,128,10,1159.5631,15.694838,7.9010224,-0.34562212,-0.7265009
0,1.92E-04,1.0584927,2553.446,21.499998,0.3367659,90,-1,148,1,30,1014.72614,2.7851665,8.155341,-0.013459716,-0.6643836
0,6.97E-06,1.7960935,6231.054,916.0679,0.15127105,220.6013,23,373,4,10,511.73398,12.639977,8.1461935,0.16530156,-0.4171934
0,1.49E-04,2.3475738,236.26796,91.21677,0.21287668,135,4,42,4,40,914.8333,0.6569588,7.820345,0.14187364,-0.45786035
0,4.63E-05,3.5128474,5876.5327,30.405588,0.29790032,219.80557,15,687,64,40,354.34082,3.6234941,8.680672,-0.080278836,-0.5309114
0,1.04E-04,1.3455036,4936.0244,278.6858,0.46470118,38.516926,-14,234,128,10,1020.8837,26.92043,7.2209826,-0.36363637,-0.776607
0,0,0.95408475,8196.542,456.08383,0.2687099,266.1859,5,240,64,10,301.9882,3.487623,8.135648,0.018378379,-0.5436343
0,1.53E-04,2.6744568,2424.018,1270.8113,0.27382088,147.875,10,397,1,10,866.42487,11.631338,7.9210253,0.19129135,-0.5345317
0,1.90E-04,2.9981828,84.19339,21.499998,0.3638302,45,-5,73,4,40,871.7265,0.9853842,7.126659,-0.22947045,-0.70971185
0,2.39E-04,2.1003377,85.99999,171.99998,0.1769222,189.46233,-7,204,16,40,318.73587,2.8235226,7.7134323,0.017007109,-0.49153468
0,2.40E-04,7.098785,1341.4716,29.369543,0.244982,168.69006,23,437,4,10,450.49774,2.367454,8.876321,-0.026412027,-0.526284
0,3.27E-04,0.6159023,1904.0663,982.57153,0.29134172,242.96915,12,356,4,30,297.34286,12.571803,7.501315,-0.041042708,-0.57598656
0,3.20E-04,0.5535742,755.2627,1429.0626,0.28143653,249.55046,18,828,16,10,473.69382,27.046736,7.5126724,-0.18041149,-0.66834897
0,3.02E-04,0.26194677,236.26822,1279.1555,0.15052545,308.29016,-13,246,16,40,809.1044,5.60496,7.210991,0.21541104,-0.43551913
0,1.45E-04,3.243098,4154.398,2304.8572,0.40401965,243.43495,0,442,4,10,992.2817,7.232853,7.6403966,-0.44066098,-0.7542683
0,9.12E-05,2.3714159,3928.8293,322.49997,0.43454528,155.55605,-6,312,2,40,319.90326,2.8044105,7.777534,-0.21305957,-0.74633557
0,1.71E-04,4.2144876,3953.9434,1572.8771,0.40930647,309.50766,-9,464,64,10,1013.4193,16.673302,7.1267476,-0.41272706,-0.74450386
0,2.05E-04,1.5278833,1017.8473,1278.3124,0.10395258,341.56506,8,165,4,30,370.98517,2.9355664,7.459142,0.21843825,-0.37488654
0,1.53E-05,2.555944,5449.0464,1021.4794,0.45789608,93.01279,-7,311,128,10,311.1964,4.4106984,6.765933,-0.29864132,-0.77518815
0,4.25E-04,1.9584142,70.18832,412.10587,-0.036685277,63.434948,-4,96,1,80,838.40674,1.0386748,9.329433,-0.42391303,0.40895906
0,1.88E-04,5.818531,2013.556,242.42546,0.2331877,203.7495,3,652,4,10,298.8907,6.3185296,7.701328,-0.025652668,-0.5472603
0,1.49E-04,6.0238056,2312.8818,81.66979,0.3330565,276.1155,7,589,16,10,287.10342,12.861659,7.185895,-0.1585342,-0.6372196
0,2.72E-04,2.2294102,3117.1562,561.16016,0.103780374,344.0546,7,151,64,30,699.7642,3.3781307,7.807663,-0.028594282,-0.5621014
0,8.12E-05,3.4331064,4317.9614,169.31851,0.32626212,240.9454,6,390,32,10,418.207,2.3900836,8.515678,-0.13680154,-0.6257922
0,3.06E-04,1.9106607,2166.7576,276.7923,0.2212425,203.1986,5,194,4,30,366.25162,1.7684314,8.228936,0.078434356,-0.47711462
0,2.96E-04,0.37411836,1096.201,2429.551,0.5194189,165.1013,-22,999,4,10,532.14984,24.572924,7.888522,-0.41321266,-0.7785877
0,2.35E-04,1.8854408,2476.792,91.21677,0.19627476,333.43494,8,241,16,30,337.9596,8.252758,7.7619724,0.10975506,-0.48466432
0,1.92E-04,2.1753452,2971.7026,0,0.108194396,218.6598,2,220,4,30,341.3918,5.928032,7.1296625,0.20259242,-0.315991
0,2.02E-04,0.47310892,193.5335,277.02795,0.24918383,180,-1,370,8,30,808.2696,4.635463,7.188671,0.14426315,-0.3870697
0,8.69E-05,2.9843175,782.0778,0,0.24538921,194.03624,0,443,4,10,806.15704,1.9147184,8.736018,0.041570026,-0.56892526
0,3.15E-04,8.51563,519.99207,30.405588,0.22269407,169.69516,-14,509,4,10,428.0788,5.1797853,6.631805,-0.097177334,-0.63414633
0,2.20E-04,0.23556566,112.08627,1694.3392,0.09513515,334.6538,7,230,32,60,656.75104,4.8716373,8.675223,0.10770031,-0.28128502
0,1.51E-04,4.0625577,1607.2122,499.396,0.38371518,329.03625,4,64,16,10,1008.4077,2.7068136,7.7199583,-0.35307094,-0.7524812
0,2.13E-04,0.31513733,432.14127,2903.5916,0.24489605,225,-13,242,8,10,781.39996,8.15679,6.251801,-0.1417926,-0.63195264
0,5.36E-04,12.794047,1677.447,30.405588,0.07973817,239.93141,-11,14,16,50,1100.9401,5.0861926,6.472886,0.10973176,-0.2459152
0,1.99E-04,1.9661266,3150.2783,121.62235,0.25068069,255.96376,4,647,16,10,476.71436,5.727144,7.380081,0.005059022,-0.5902965
0,8.90E-05,3.716803,4583.117,91.21677,0.17598206,135,-18,710,4,10,340.93933,6.8653235,6.5182676,-0.05045164,-0.5877456
0,1.61E-04,1.5081221,308.25214,117.59998,0.17439257,53.1301,-14,235,32,10,1057.6234,6.934349,8.515887,-0.1354209,-0.61948955
0,2.88E-04,1.9162704,3575.197,150.49998,0.25740984,30.650667,15,787,64,10,259.53564,14.277069,7.72171,0.02832046,-0.5225439
0,4.68E-05,2.0473356,5561.3467,501.6944,0.36429003,122.637505,11,575,1,10,654.3693,23.193476,7.8220415,-0.12616396,-0.69125307
0,2.47E-04,2.054361,581.21014,107.49999,0.05268462,255.25644,38,590,16,30,460.47284,9.051114,7.5116262,0.067637876,-0.34787515
0,1.89E-04,2.928013,1291.8774,540.485,0.18690985,0,-40,448,128,30,303.89404,6.934349,5.410043,0.08847185,-0.5232
0,2.68E-04,8.309699,2930.8772,21.499998,0.29757684,251.56505,17,470,2,10,435.31702,2.2025177,8.266969,-0.062526226,-0.5668317
0,2.65E-04,4.5681963,3276.7417,315.97006,0.081060424,161.56505,2,197,1,40,504.6428,1.4687471,7.896189,0.12537764,-0.23217706
0,0,6.8861046,6773.659,0,0.22181031,100.49148,-32,707,4,10,373.4942,6.352043,6.3316555,0.0465066,-0.5821967
0,3.19E-04,2.170816,657.51306,912.16766,0.14523911,326.30994,-4,409,64,30,621.9282,6.669694,7.031121,0.19152571,-0.46229914
0,4.60E-04,3.8828604,1177.2426,85.99999,0.26300284,8.972626,15,449,32,10,268.8624,4.458975,7.8253455,-0.16985184,-0.68564355
0,0,1.5195537,7486.256,1186.0734,0.31777424,263.65982,-1,257,32,10,298.88638,2.1024425,8.266579,-0.26219574,-0.64431787
0,1.57E-04,5.821944,1948.9939,60.811176,0.41209424,249.67686,16,605,16,10,354.04822,13.140447,7.9423127,-0.2,-0.7030758
0,8.03E-05,1.6990517,3624.5117,128.99998,0.4681505,281.30994,15,252,16,10,335.2833,2.367454,8.51332,-0.24986586,-0.70981157
0,2.68E-04,2.565954,2525.764,150.49998,0.23681763,36.869896,-5,233,128,40,565.6896,4.635463,7.510989,-0.05314386,-0.6192757
0,3.73E-04,11.643123,1189.9143,30.405588,0.1489687,53.1301,-1,8,128,50,1210.5049,2.3215306,7.1281595,0.03822715,-0.3719705
0,2.14E-04,6.0111957,1547.0927,150.49998,0.25787607,236.7683,-3,698,2,10,387.22726,8.000713,7.620233,-0.04473565,-0.5803144
0,1.12E-04,1.0759562,2910.7576,923.24207,0.11429452,211.6075,16,592,2,30,305.03787,13.90296,7.5321484,-0.004285158,-0.5854859
0,2.27E-04,1.8915944,331.69983,474.0613,0.27962047,90,-1,191,64,10,321.90573,2.7851665,8.560122,0.02746365,-0.5761225
0,1.49E-04,2.8203504,1933.0997,1466.1232,0.28127605,329.62088,-3,407,64,30,298.6653,7.760402,7.777208,-0.12865895,-0.630686
0,1.38E-04,7.260166,3835.8308,85.99999,0.060564015,153.43495,11,747,8,10,418.2489,3.1132982,9.206268,0.17400058,-0.439599
0,1.21E-04,0.30885607,1490.5978,218.78787,0.3701105,325.30484,-9,383,32,10,969.7265,7.3054957,7.1226,-0.04848425,-0.632032
0,2.65E-04,2.0442746,1441.076,60.811176,0.1730224,90,7,588,1,40,333.2517,6.017067,7.5741515,0.2178566,-0.36864632
0,1.64E-04,1.128573,1591.1617,1703.7686,0.06873553,140.31454,-18,449,4,30,461.90967,13.906544,7.0367265,0.07569808,-0.46659744
0,2.23E-04,0.19027956,613.13983,873.8012,0.45267078,167.90524,-15,557,8,10,780.65076,13.071385,7.5942574,-0.4775798,-0.7655592
0,2.13E-04,0.1358221,2807.327,4592.187,0.4069339,92.489555,-66,541,1,10,875.1536,15.641928,6.906969,-0.30938795,-0.70574325
0,0,2.2790184,7605.606,116.40558,0.25307,220.23636,6,783,8,10,390.36185,11.701324,7.431738,-0.051778477,-0.60329443
0,1.61E-04,2.0865695,2253.3557,1081.1156,0.45776385,70.29202,58,293,128,10,885.97406,29.986856,8.164115,-0.2893773,-0.716236
0,2.20E-04,1.7145892,429.30225,64.49999,0.16636881,168.69006,-9,384,8,40,649.35254,1.1842326,11.859108,0.11919113,-0.5626078
0,1.45E-04,0.21100318,152.02794,248.70006,0.12856676,158.1986,-15,397,16,30,796.1723,4.9908075,6.6040535,0.24886253,-0.2535665
0,2.24E-04,2.1551657,740.65814,645.44666,0.20492321,292.16635,21,592,16,30,352.47607,6.7407994,8.107624,-0.1229077,-0.5246753
0,1.05E-04,6.0522165,4489.7305,489.56992,0.12850824,219.80557,4,336,4,40,418.77957,3.6234941,7.12944,0.11085044,-0.3205575
0,1.84E-04,6.6820893,522.3412,412.10587,0.20124538,147.99461,-6,685,2,40,377.45258,4.374136,7.805472,-0.018393481,-0.57281554
0,1.56E-04,1.974017,308.72998,547.30005,0.387914,184.76364,-28,358,4,10,469.58966,21.332544,7.010923,-0.11159885,-0.5815518
0,2.44E-04,2.081327,454.95605,300.99997,0.37780616,298.61047,-2,615,32,10,364.62247,5.801021,7.437919,-0.17904092,-0.6648366
0,1.93E-04,1.7235975,1487.4497,21.499998,0.12860866,244.98311,24,183,32,30,349.16913,3.8391652,9.527874,0.1372162,-0.42810458
0,4.12E-04,8.799221,163.21848,21.499998,0.26485372,251.56505,-4,35,1,10,1040.072,1.4687471,6.433892,-0.12199037,-0.65228695
0,1.43E-04,0.68394345,2523.6638,1096.201,0.30477136,230.04245,25,749,16,30,400.8644,21.37433,8.063101,-0.05973296,-0.5765813
0,4.88E-05,0.41738337,4537.713,344.62814,0.43027127,283.3925,-8,584,16,10,904.2327,14.710716,7.444849,-0.2544945,-0.6801414
0,1.64E-04,1.4896898,3194.4182,71.47445,0.45245606,348.69006,0,237,128,10,345.71362,3.548659,8.094986,-0.29971063,-0.74589074
0,5.19E-06,7.1553874,6336.529,30.38851,0.29882744,310.91437,6,658,64,10,279.7472,4.6007166,7.41444,-0.08498064,-0.6246567
0,2.00E-04,1.6688452,1762.9999,425.67825,0.22376262,8.130101,9,206,4,10,344.45874,1.6420193,8.406988,-0.022734102,-0.59214216
0,2.08E-04,0.005258152,1924.5256,6044.185,0.36948597,311.42368,52,730,32,10,816.09894,20.185802,7.8391337,-0.28969395,-0.6689298
0,3.42E-05,1.1349082,3044.635,60.811176,0.35130018,4.3987045,2,373,64,30,819.7445,6.0347114,7.4475446,-0.14305459,-0.7175493
0,2.50E-04,2.97093,2524.3857,451.6014,0.15963838,186.11551,21,303,2,30,487.9637,12.861659,8.005725,0.14239219,-0.4659249
0,2.79E-04,0.91979206,1697.5981,2110.6418,0.07557819,231.91122,3,308,4,10,571.08685,10.79024,7.5824876,-0.01029601,-0.481598
0,2.46E-04,1.6569731,911.81616,1575.267,0.197453,246.99113,-13,548,8,10,677.5969,17.8239,7.3085947,0.022542499,-0.47312728
0,3.75E-04,2.403249,273.6503,21.499998,0.2790562,277.125,-6,252,4,10,318.61572,3.7400842,7.573954,-0.074484944,-0.6066351
0,2.88E-04,4.389863,2631.901,317.11423,0.22803056,135,2,705,128,10,408.2837,5.241232,7.700453,0.16750629,-0.48040313
0,2.39E-04,1.3926417,1103.0138,1251.5957,0.12296724,100.30485,-7,264,1,10,865.8511,10.27626,7.280725,0.0645225,-0.5493464
0,2.26E-04,6.0891886,2982.2808,601.99994,0.35800505,257.34744,-3,67,16,30,1078.2073,11.507721,8.060676,-0.2603652,-0.7266446
0,1.71E-04,1.7621764,2215.4631,591.07904,0.101875685,333.43494,23,631,4,40,381.2035,1.0386748,8.244768,0.22550178,-0.47085202
